"","subject.id","date","cohort","mean.temp","precipi","RE","minute.ema.was.collected","PosMean","NegMean","distances","unique_locations","novel_locations","RE_two_decimal","UL_two_decimal","TOP3_PCA3_HL","RE_NoInterpolation"
"3348","MM1069","11/20/2015",3,80,0,0.0755697593921752,845,77,37.25,21.22875759,76,71,0.566099803,15,0.157517603,0.0742341812910603
"3349","MM1069","11/21/2015",3,76,0.95,0.0294932843261055,NA,NA,NA,11.23219739,20,17,0.57188837,10,0.033368446,0.0287032773269295
"3350","MM1069","11/22/2015",3,73,0.58,0.0639240039044557,601,31.75,51,73.64968089,60,59,1.258796828,51,0.868131317,0.0621428639118543
"3351","MM1069","11/23/2015",3,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3352","MM1069","11/24/2015",3,68,0,NA,868,53,3.75,NA,NA,NA,NA,NA,NA,NA
"3353","MM1069","11/25/2015",3,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3354","MM1069","11/26/2015",3,73,0,0.170353308196547,726,61.5,12,322.4255935,262,261,3.112192273,184,1.209428121,0.157389212376123
"3355","MM1069","11/27/2015",3,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3356","MM1069","11/28/2015",3,71,0,NA,912,11.5,55.75,NA,NA,NA,NA,NA,NA,NA
"3357","MM1069","11/29/2015",3,74,0,0.0620765722562682,NA,NA,NA,74.30136381,59,56,1.185156559,45,0.741946978,0.0603638861811872
"3358","MM1069","11/30/2015",3,75,0.3,0.0931051154896997,856,83,29.25,6.284103159,66,60,0.838592165,4,0,0.0851693492252445
"3359","MM1069","12/1/2015",3,76,0.16,0.0563647688103511,NA,NA,NA,11.7543076,74,66,0.647351463,6,0.059774993,0.0517928499628067
"3360","MM1069","12/2/2015",3,79,0.29,0.087660691841343,NA,NA,NA,48.4157256,98,92,1.470776183,25,0.767020057,0.0843585008520575
"3361","MM1069","12/3/2015",3,78,1.36,0.10808114317979,1145,45,46.75,6.817103165,76,59,1.143594883,4,0.237174386,0.105161764324911
"3362","MM1069","12/4/2015",3,73,3.73,0.052240833118449,1137,51.25,85.25,4.825087808,61,48,0.630918534,3,0.01518548,0.049308906579348
"3363","MM1069","12/5/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3364","MM1069","12/6/2015",3,78,0,0.0682691035402197,NA,NA,NA,2.91581175,34,27,0.861554031,4,0.339997268,0.0670380692338384
"3365","MM1069","12/7/2015",3,72,0.09,0.130024508063723,NA,NA,NA,8.809387635,77,65,1.038277125,4,0.01518548,0.119862831362882
"3366","MM1069","12/8/2015",3,71,0.67,0.0932300422910493,NA,NA,NA,2.657864147,29,18,0.898732976,3,0.01518548,0.0875613550016434
"3367","MM1069","12/9/2015",3,NA,NA,0,1392,67.25,25,0,1,0,0,1,0,0
"3368","MM1069","12/10/2015",3,76,0,0.0662810795717244,NA,NA,NA,4.672542322,44,39,1.054669313,3,0.01518548,0.058546485976134
"3369","MM1069","12/11/2015",3,77,0,0.0336315647981395,NA,NA,NA,1.632328616,26,22,0.610488581,4,0,0.0327589405753703
"3370","MM1069","12/12/2015",3,76,0.02,NA,976,10.25,60.5,NA,NA,NA,NA,NA,NA,NA
"3371","MM1069","12/13/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","MM1069","12/14/2015",3,79,0.03,NA,962,14,61.75,NA,NA,NA,NA,NA,NA,NA
"3373","MM1069","12/15/2015",3,78,0,0,NA,NA,NA,0,1,0,0,1,0,0
"3374","MM1069","12/16/2015",3,76,0,0.0950321983794267,731,43.5,35,78.61906242,130,122,1.589207247,56,0.769145549,0.0903155435703234
"3375","MM1069","12/17/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3376","MM1069","12/18/2015",3,78,0.02,0.0503069130136528,863,48,29.25,27.87218751,73,70,0.701256163,13,0.008287533,0.0446917194664424
"3377","MM1069","12/19/2015",3,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3378","MM1069","12/20/2015",3,72,0,NA,859,35,3.25,NA,NA,NA,NA,NA,NA,NA
"3379","MM1069","12/21/2015",3,78,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3380","MM1069","12/22/2015",3,77,0.93,0.063693423369261,965,41,67.25,32.81447522,89,88,1.067261837,25,0.029843946,0.0553446756227517
"3381","MM1069","12/23/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3382","MM1069","12/24/2015",3,80,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3383","MM1069","12/25/2015",3,80,0,NA,1265,67.5,16.25,NA,NA,NA,NA,NA,NA,NA
"3384","MM1069","12/26/2015",3,78,0,NA,604,30,51.25,NA,NA,NA,NA,NA,NA,NA
"3385","MM1069","12/27/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3386","MM1069","12/28/2015",3,78,0,0.116039956649736,1083,84.75,13,46.43116231,121,118,1.5824318,27,0.021558504,0.112800312799427
"3387","MM1069","12/29/2015",3,80,0,0.0274850805112526,NA,NA,NA,12.23545303,28,27,0.474981457,7,0,0.0270123091426072
"3388","MM1069","12/30/2015",3,80,0.06,0.108776917728435,729,69.25,37.75,43.24838151,77,75,1.954639388,36,0.693040192,0.106464841171222
"3389","MM1069","12/31/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390","MM1069","1/1/2016",3,78,0,NA,970,77.5,18.5,NA,NA,NA,NA,NA,NA,NA
"3391","MM1069","1/2/2016",3,76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","MM1069","1/3/2016",3,71,0.67,NA,1096,13.75,94.25,NA,NA,NA,NA,NA,NA,NA
"3393","MM1069","1/4/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394","MM1069","1/5/2016",3,64,0.03,NA,906,28.75,36.75,NA,NA,NA,NA,NA,NA,NA
"3395","MM1069","1/6/2016",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3396","MM1069","1/7/2016",3,68,0,NA,1087,36.25,60.75,NA,NA,NA,NA,NA,NA,NA
"3397","MM1069","1/8/2016",3,71,0,0.060058300031932,NA,NA,NA,17.36799833,75,73,0.811561607,13,0.021558504,0.0583977712377256
"3398","MM1069","1/9/2016",3,72,0,0.0865672644049231,1083,81.5,39,77.97720259,67,60,1.577390981,45,1.022727652,0.0848539363197681
"3399","MM1069","1/10/2016",3,76,0.37,0.0548049001082983,NA,NA,NA,1.140647767,20,12,0.455501299,3,0,0.0522742478551138
"3400","MM1069","1/11/2016",3,66,0.05,0.139588537113556,845,68,29.25,10.58049631,102,83,1.464596902,4,0.033368446,0.133342855862955
"3401","MM1069","1/12/2016",3,62,0.19,0.125361357347047,NA,NA,NA,6.941597455,81,65,1.518800895,4,0.027590396,0.122934710577984
"3402","MM1069","1/13/2016",3,66,0,0.14490852791304,907,58,16.5,8.343288585,66,46,1.486217028,3,0.092538268,0.141939103865242
"3403","MM1069","1/14/2016",3,67,0.07,0.136854907850435,NA,NA,NA,17.63207534,76,57,1.641838831,14,0.044351227,0.133736411291226
"3404","MM1069","1/15/2016",3,70,1.48,0.166526562447533,809,67,2.75,138.6198212,227,218,2.934258445,101,1.057657187,0.158678239374612
"3405","MM1069","1/16/2016",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3406","MM1069","1/17/2016",3,70,0.34,0.0554527521486439,1103,66,4.5,14.94262351,38,36,0.985777806,11,0.138309796,0.0535205314532865
"3407","MM1069","1/18/2016",3,59,0,0.165706797694916,NA,NA,NA,131.617304,213,201,2.959525897,93,1.008335527,0.160565595562211
"3408","MM1069","1/19/2016",3,59,0,0.0847706506683672,635,73.75,12.25,10.34189961,65,50,1.335821493,10,0.059774993,0.0729777868967419
"3409","MM1069","1/20/2016",3,62,0,0.0805921555054327,NA,NA,NA,2.868112147,41,27,0.95523334,3,0,0.0771741593245328
"3410","MM1069","1/21/2016",3,65,0,0.0956024473904733,953,45,39.5,7.830266922,68,51,0.971792946,3,0.243564344,0.0913033494571894
"3411","MM1069","1/22/2016",3,68,0.99,0.0358057316671897,NA,NA,NA,3.416007055,39,31,0.578939396,4,0.408993776,0.0326804165726149
"3412","MM1069","1/23/2016",3,61,0,0.0253750908440665,999,17.5,56.75,7.353910999,17,12,0.473828903,6,0,0.0253750908440665
"3413","MM1069","1/24/2016",3,54,0,0.0293330947296132,NA,NA,NA,1.360641366,22,7,0.49588949,3,0,0.0293330947296132
"3414","MM1069","1/25/2016",3,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3415","MM1069","1/26/2016",3,73,0,NA,1169,64.25,27.5,NA,NA,NA,NA,NA,NA,NA
"3416","MM1069","1/27/2016",3,75,0.8,0.0573497244898958,1010,63.75,12.5,3.104731216,34,18,0.732311833,3,0.01518548,0.0557969185393852
"3417","MM1069","1/28/2016",3,71,1.84,0.144038462760366,NA,NA,NA,19.92558044,90,60,1.698768208,9,0.168660931,0.140256986903178
"3418","MM1069","1/29/2016",3,61,0,0.113921582309298,959,41,55,101.2059387,147,138,2.030507486,82,0.912842783,0.108919071356521
"3419","MM1069","1/30/2016",3,60,0,0.0825509998055593,NA,NA,NA,20.1964452,54,50,1.442636131,14,0.027590396,0.0803947837865828
"3420","MM1069","1/31/2016",3,68,0,0.141168924360971,736,66.75,76.75,103.0757113,149,128,2.545171762,76,1.10127111,0.137060889680437
"3421","MM1069","2/1/2016",3,75,0.67,0.0845367430266131,NA,NA,NA,5.267147692,54,34,1.066577145,3,0.008287533,0.0833506007793213
"3422","MM1069","2/2/2016",3,75,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423","MM1069","2/3/2016",3,77,0,0.154833000965549,NA,NA,NA,7.958152289,106,63,1.285712087,3,0.021558504,0.152364666766217
"3424","MM1069","2/4/2016",3,77,0,0.0964573302321397,619,34.5,48.25,4.988065343,53,30,0.87926761,3,0.01518548,0.0951168790448867
"3425","MM1069","2/5/2016",3,65,0.28,0.111227747419105,NA,NA,NA,93.37059665,168,158,2.005332037,71,0.967124372,0.094937302084762
"3426","MM1069","2/6/2016",3,68,0.27,0.0212040405040771,NA,NA,NA,12.67108985,27,23,0.350647373,7,0,0.0210671326690364
"3427","MM1069","2/7/2016",3,59,0.04,0.0962456853961893,1324,44,35.75,73.45022011,76,60,1.758149423,47,1.020090763,0.0938742977245219
"3428","MM1069","2/8/2016",3,59,0,0.0909558288028527,852,16.75,26.25,6.20171784,48,23,0.974759164,4,0.008287533,0.0886883468095034
"3429","MM1069","2/9/2016",3,64,0,0.134691498272705,NA,NA,NA,7.789153803,88,58,1.222289844,4,0.008287533,0.131370023027808
"3430","MM1069","2/10/2016",3,60,0,0.178789531072448,883,67.75,20.25,18.86782976,189,135,1.544769707,9,0.049614073,0.1452024164278
"3431","MM1069","2/11/2016",3,61,0,0.0839618381857165,NA,NA,NA,4.665969034,54,21,0.949725218,3,0.142219655,0.0796264822086008
"3432","MM1069","2/12/2016",3,65,0,0.0838578987952157,1085,79,7.5,15.57569059,46,36,0.422678244,9,0.126355824,0.0827703620698377
"3433","MM1069","2/13/2016",3,65,0,0.0924019608316999,NA,NA,NA,2.628695851,38,14,1.480508746,3,0,0.0905811178932154
"3434","MM1069","2/14/2016",3,66,0,0.150172110049417,NA,NA,NA,95.30369278,225,214,2.340814067,69,0.243910184,0.144200794706919
"3435","MM1069","2/15/2016",3,72,0.06,0.0943143804005989,1172,82.5,3.25,5.007458055,57,24,1.173219335,3,0.01518548,0.0907330621995731
"3436","MM1069","2/16/2016",3,73,0.61,0.0969561470711948,726,52.25,17.25,3.695888908,30,15,1.513697559,3,0.01518548,0.095268055906222
"3437","MM1069","2/17/2016",3,69,0,0.0778801117486809,NA,NA,NA,1.333912069,20,11,0.960347293,3,0,0.0765575470429191
"3438","MM1069","2/18/2016",3,70,0,NA,1086,33.25,22.25,NA,NA,NA,NA,NA,NA,NA
"3439","MM1069","2/19/2016",3,71,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440","MM1069","2/20/2016",3,70,0,0.0209552513487576,735,38.25,0.75,12.70057761,32,25,0.298078567,11,0.021558504,0.0209552513487576
"3441","MM1069","2/21/2016",3,72,0,0.0622024455616452,NA,NA,NA,72.19210241,55,52,1.232501121,45,0.836072384,0.0607041798110217
"3442","MM1069","2/22/2016",3,74,0,0.103362449966523,733,52.25,19.75,3.342745438,51,25,1.363575084,4,0,0.0999799783923358
"3443","MM1069","2/23/2016",3,77,0.41,0.0488145082048338,NA,NA,NA,4.43342976,23,11,0.791308729,3,0.021558504,0.0483635748389192
"3444","MM1069","2/24/2016",3,78,0.29,0.128352104547489,843,56,14.25,6.514769344,81,40,0.966404797,3,0.64678748,0.12464009831054
"3445","MM1069","2/25/2016",3,65,0.01,0.0612863198087452,NA,NA,NA,1.798923325,28,13,0.15374218,2,0.929008368,0.0610810547569185
"3446","MM1069","2/26/2016",3,64,0,0.120292078529461,843,64,42.5,81.61432903,133,109,1.805466718,50,0.734917065,0.116950827392956
"3447","MM1069","2/27/2016",3,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448","MM1069","2/28/2016",3,66,0,NA,769,19.5,49.75,NA,NA,NA,NA,NA,NA,NA
"3449","MM1069","2/29/2016",3,71,0,0.0743254911319362,NA,NA,NA,5.619993746,51,32,0.912468904,5,0.008287533,0.0720490292284498
"3450","MM1069","3/1/2016",3,71,0,0.0544482204848195,648,53,36,5.119511913,54,36,0.767060069,3,0.021558504,0.0532831450494381
"3451","MM1069","3/2/2016",3,74,0,0.0708764726950263,NA,NA,NA,4.696519133,72,29,0.84396228,3,0.033368446,0.0658287841646311
"3452","MM1069","3/3/2016",3,75,0,0.0830420750657462,1087,25.5,69.75,5.332090029,54,28,0.851852416,3,0.01518548,0.0779734426447613
"3453","MM1069","3/4/2016",3,78,0,0.0135823788758365,NA,NA,NA,2.048192344,25,14,0.078945974,2,0.078945974,0.0124238644029169
"3454","MM1069","3/5/2016",3,72,0.01,NA,628,20.75,62.75,NA,NA,NA,NA,NA,NA,NA
"3455","MM1069","3/6/2016",3,73,0,0.00520424603350656,NA,NA,NA,0.157719191,2,0,0.105591036,2,0,0.00520424603350656
"3456","MM1069","3/7/2016",3,72,0,0.165399685625816,1099,61.5,52.5,111.7799725,198,176,2.823531611,80,0.920208756,0.161090846843233
"3457","MM1069","3/8/2016",3,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458","MM1069","3/9/2016",3,76,0,NA,725,81.5,22,NA,NA,NA,NA,NA,NA,NA
"3459","MM1069","3/10/2016",3,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460","MM1069","3/11/2016",3,77,0,0.174244901891714,NA,NA,NA,46.50941467,171,165,2.063585143,26,0.375546632,0.162910898679023
"3461","MM1069","3/12/2016",3,77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462","MM1069","3/13/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463","MM1069","3/14/2016",3,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464","MM1069","3/15/2016",3,79,0.01,0.094473826702609,NA,NA,NA,10.49004839,121,77,1.112135419,4,0.096944606,0.0897317877043153
"3465","MM1069","3/16/2016",3,79,0,0.0598946744543022,NA,NA,NA,4.529627493,56,21,0.761917949,3,0.01518548,0.056694060686255
"3466","MM1069","3/17/2016",3,79,0,0.0529616427084751,NA,NA,NA,3.865424759,42,7,0.683714315,3,0.01518548,0.0503680029386074
"3467","MM1069","3/18/2016",3,79,0,0.147517822703774,NA,NA,NA,116.3531479,199,169,2.532963931,97,1.052580551,0.139104323120405
"3468","MM1069","3/19/2016",3,79,0.67,0.094939788900384,NA,NA,NA,106.0004093,149,144,1.692539768,79,0.665123208,0.0936720971298086
"3469","MM1069","3/20/2016",3,79,0.18,0.104112390480256,NA,NA,NA,106.9085853,121,109,1.817050729,63,0.755367005,0.101244588307552
"3470","MM1069","3/21/2016",3,66,0.01,0.101678420232391,NA,NA,NA,26.84918561,115,80,1.373236323,15,0.109836702,0.0835654859277469
"3471","MM1069","3/22/2016",3,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472","MM1070","10/30/2015",3,80,0,0,NA,NA,NA,0,1,1,0,1,0,0
"3473","MM1070","10/31/2015",3,80,0,0.0204313552087599,NA,NA,NA,25.14401107,29,28,0.339055264,18,0.27824652,0.019682623897787
"3474","MM1070","11/1/2015",3,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475","MM1070","11/2/2015",3,NA,NA,0,896,63.5,10,0.0000949,1,1,0,1,0,0
"3476","MM1070","11/3/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477","MM1070","11/4/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478","MM1070","11/5/2015",3,80,0,NA,1354,50.75,5.5,NA,NA,NA,NA,NA,NA,NA
"3479","MM1070","11/6/2015",3,80,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480","MM1070","11/7/2015",3,82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481","MM1070","11/8/2015",3,82,0.01,NA,842,64.75,1,NA,NA,NA,NA,NA,NA,NA
"3482","MM1070","11/9/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483","MM1070","11/10/2015",3,79,0,NA,1085,25.25,62.25,NA,NA,NA,NA,NA,NA,NA
"3484","MM1070","11/11/2015",3,81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485","MM1070","11/12/2015",3,40,0,0.470879005558009,1091,60.5,0.25,2206.380936,1218,1218,9.412504789,1167,2.075177646,0.239084851652189
"3486","MM1070","11/13/2015",3,42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487","MM1070","11/14/2015",3,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3488","MM1070","11/15/2015",3,62,0,0.515535600035248,1413,53,0.25,1404.04099,1417,1417,10.23412016,1265,1.900974082,0.235296462086792
"3489","MM1070","11/16/2015",3,76,0.01,0.368806314302056,1118,50.25,64.25,558.1955608,760,760,5.501020482,470,1.788103654,0.222912441294333
"3490","MM1070","11/17/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3491","MM1070","11/18/2015",3,80,0,NA,1082,43.25,3.5,NA,NA,NA,NA,NA,NA,NA
"3492","MM1070","11/19/2015",3,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493","MM1070","11/20/2015",3,61,0,0,722,50,54.25,0,1,1,0,1,0,0
"3494","MM1070","11/21/2015",3,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495","MM1070","11/22/2015",3,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496","MM1070","11/23/2015",3,54,0,0.0631532859417128,NA,NA,NA,25.97760593,155,155,1.016539783,38,0.489067773,0.0342872532451887
"3497","MM1070","11/24/2015",3,60,0,NA,673,30.25,18.25,NA,NA,NA,NA,NA,NA,NA
"3498","MM1070","11/25/2015",3,45,0.16,0,NA,NA,NA,0,1,1,0,1,0,0
"3499","MM1070","11/26/2015",3,43,0,NA,785,23.5,41.75,NA,NA,NA,NA,NA,NA,NA
"3500","MM1070","11/27/2015",3,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501","MM1070","11/28/2015",3,39,0,NA,981,43.5,13.5,NA,NA,NA,NA,NA,NA,NA
"3502","MM1070","11/29/2015",3,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503","MM1070","11/30/2015",3,NA,NA,0,674,30.25,14.25,0,1,1,0,1,0,0
"3504","MM1070","12/1/2015",3,74,0.17,0.0369726413607403,NA,NA,NA,1.082474674,2,1,0.750152756,2,0,0.0369726413607403
"3505","MM1070","12/2/2015",3,77,0.17,0.0375103118352536,NA,NA,NA,6.432347157,18,15,0.719756157,9,0.033368446,0.0373475665201696
"3506","MM1070","12/3/2015",3,76,0.78,0.275147050227138,1242,46.75,11.25,27.56315919,649,647,2.301357145,20,0.821034682,0.146143664114739
"3507","MM1070","12/4/2015",3,73,3.73,NA,723,35.75,0,NA,NA,NA,NA,NA,NA,NA
"3508","MM1070","12/5/2015",3,74,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509","MM1070","12/6/2015",3,78,0,NA,849,47.25,28.5,NA,NA,NA,NA,NA,NA,NA
"3510","MM1070","12/7/2015",3,72,0.72,NA,810,24.75,15,NA,NA,NA,NA,NA,NA,NA
"3511","MM1070","12/8/2015",3,68,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3512","MM1070","12/9/2015",3,74,0.01,NA,1189,33,0.25,NA,NA,NA,NA,NA,NA,NA
"3513","MM1070","12/10/2015",3,73,0,NA,812,24.5,0.75,NA,NA,NA,NA,NA,NA,NA
"3514","MM1070","12/11/2015",3,NA,NA,0,NA,NA,NA,0.0000949,1,1,0,1,0,0
"3515","MM1070","12/12/2015",3,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3516","MM1070","12/13/2015",3,78,0.03,0.131450505047929,NA,NA,NA,16.31815584,122,117,1.036371072,11,0.078945974,0.082821194866088
"3517","MM1070","12/14/2015",3,77,0,0.371813170109939,740,36.5,17.75,13.6829896,360,356,2.708073303,10,0.999198354,0.215922102140297
"3518","MM1070","12/15/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3519","MM1070","12/16/2015",3,78,0,0.0466734874592976,NA,NA,NA,26.79847857,2,1,0.946977115,2,0,0.0466734874592976
"3520","MM1070","12/17/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"3521","MM1070","12/18/2015",3,78,0,NA,942,57.75,0.25,NA,NA,NA,NA,NA,NA,NA
"3522","MM1070","12/19/2015",3,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3523","MM1070","12/20/2015",3,72,0.05,NA,831,45.25,40.25,NA,NA,NA,NA,NA,NA,NA
"3524","MM1070","12/21/2015",3,76,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3525","MM1070","12/22/2015",3,79,0.07,NA,860,31.75,42.25,NA,NA,NA,NA,NA,NA,NA
"3526","MM1070","12/23/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3527","MM1070","12/24/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3528","MM1070","12/25/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3529","MM1070","12/26/2015",3,78,0,NA,867,59.5,30.25,NA,NA,NA,NA,NA,NA,NA
"3530","MM1070","12/27/2015",3,75,0,0.188210740727875,NA,NA,NA,288.8082584,350,350,3.577510725,239,1.615391783,0.123101324809604
"3531","MM1070","12/28/2015",3,80,0,0.0478750139949716,NA,NA,NA,290.9880145,2,1,0.971355369,2,0.971355369,0.0478750139949716
"3532","MM1070","12/29/2015",3,81,0,NA,1197,53.25,20.75,NA,NA,NA,NA,NA,NA,NA
"3533","MM1070","12/30/2015",3,78,0,NA,634,33.75,5.5,NA,NA,NA,NA,NA,NA,NA
"3534","MM1070","12/31/2015",3,78,0,0.0169752229591657,NA,NA,NA,15.04672393,10,10,0.333471825,8,0.021558504,0.0166315211952452
"3535","MM1070","1/1/2016",3,79,0.01,NA,719,34.25,32.25,NA,NA,NA,NA,NA,NA,NA
"3536","MM1070","1/2/2016",3,78,0.07,0.377170801152741,NA,NA,NA,27.55618546,267,261,2.103127647,24,1.011512088,0.232469334845282
"3537","MM1070","1/3/2016",3,71,0.29,NA,976,43.5,6,NA,NA,NA,NA,NA,NA,NA
"3538","MM1070","1/4/2016",3,66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3539","MM1070","1/5/2016",3,64,0.02,NA,758,36.75,42.75,NA,NA,NA,NA,NA,NA,NA
"3540","MM1070","1/6/2016",3,68,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3541","MM1070","1/7/2016",3,NA,NA,0,666,50,15.5,0,1,0,0,1,0,0
"3542","MM1070","1/8/2016",3,69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3543","MM1070","1/9/2016",3,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3544","MM1070","1/10/2016",3,NA,NA,NA,1241,26.5,0,NA,NA,NA,NA,NA,NA,NA
"3545","MM1070","1/11/2016",3,65,0.09,NA,730,33.5,0,NA,NA,NA,NA,NA,NA,NA
"3546","MM1070","1/12/2016",3,60,0.21,0.151659947448935,NA,NA,NA,16.74666071,270,263,2.002168154,18,0.444302179,0.102235122909736
"3547","MM1070","1/13/2016",3,62,0,NA,697,33.5,0.75,NA,NA,NA,NA,NA,NA,NA
"3548","MM1070","1/14/2016",3,65,0.1,0,NA,NA,NA,0,1,0,0,1,0,0
"3549","MM1070","1/15/2016",3,67,1.66,NA,1095,46.25,3.75,NA,NA,NA,NA,NA,NA,NA
"3550","MM1070","1/16/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3551","MM1070","1/17/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3552","MM1070","1/18/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3553","MM1070","1/19/2016",3,NA,NA,NA,787,44,7.5,NA,NA,NA,NA,NA,NA,NA
"3554","MM1070","1/20/2016",3,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3555","MM1070","1/21/2016",3,62,0,0,NA,NA,NA,0,1,0,0,1,0,0
"3556","MM1070","1/22/2016",3,66,1.03,NA,601,39.5,23.75,NA,NA,NA,NA,NA,NA,NA
"3557","MM1070","1/23/2016",3,59,0,NA,968,53,3.25,NA,NA,NA,NA,NA,NA,NA
"3558","MM1070","1/24/2016",3,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3559","MM1070","1/25/2016",3,62,0,0.0313121818646491,NA,NA,NA,5.409100486,2,1,0.635305422,2,0,0.0313121818646491
"3560","MM1070","1/26/2016",3,NA,NA,0,NA,NA,NA,0.0000949,1,0,0,1,0,0
"3561","MM1070","1/27/2016",3,75,0.8,0.0506642959107187,894,36.5,20,4.007112368,8,7,1.017226308,5,0.982474087,0.0506642959107187
"3562","MM1070","1/28/2016",3,70,2.65,0.0440846860776489,NA,NA,NA,3.873743838,2,0,0.894451885,2,0.894451885,0.0440846860776489
"3563","MM1070","1/29/2016",3,59,0,0.00326676668124442,1058,48.25,11.75,6.909618323,9,7,0.041430696,6,0.021558504,0.00326676668124442
"3564","MM1070","1/30/2016",3,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3565","MM1070","1/31/2016",3,66,0,0,NA,NA,NA,0,1,0,0,1,0,0
"3566","MM1070","2/1/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3567","MM1070","2/2/2016",3,NA,NA,NA,983,20.75,19.75,NA,NA,NA,NA,NA,NA,NA
