"","subject.id","date","cohort","mean.temp","precipi","RE","minute.ema.was.collected","PosMean","NegMean","distances","unique_locations","novel_locations","RE_two_decimal","UL_two_decimal","TOP3_PCA3_HL","RE_NoInterpolation"
"1","MM1001","11/2/2015",3,82,0,0.107768205063952,NA,NA,NA,13.73230254,48,48,1.630438385,13,1.054578476,0.10615070908225
"2","MM1001","11/3/2015",3,81,0,0.166576045721456,NA,NA,NA,54.91898331,125,124,2.035466108,32,1.387893487,0.16373722828776
"3","MM1001","11/4/2015",3,83,0.22,0.157851093625477,NA,NA,NA,35.51042142,124,119,1.807319339,22,1.008109792,0.155267228614239
"4","MM1001","11/5/2015",3,83,0,0.104468127789087,NA,NA,NA,9.409779631,65,62,1.061911984,4,0.937734294,0.102520282532116
"5","MM1001","11/6/2015",3,81,0.26,0.154745659452717,NA,NA,NA,49.31285481,154,147,2.075633333,28,1.110276459,0.151610450177556
"6","MM1001","11/7/2015",3,83,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","MM1001","11/8/2015",3,83,0,0.065154157751144,601,42.75,58,6.20890503,60,58,0.262986913,4,0.227448993,0.065154157751144
"8","MM1001","11/9/2015",3,83,0,0.147477635514917,NA,NA,NA,33.84768802,109,100,1.568812544,14,0.973070152,0.145813300891301
"9","MM1001","11/10/2015",3,82,0.02,0.0926870995071829,NA,NA,NA,10.15629962,43,36,1.041296998,7,0.821034682,0.0912880645310295
"10","MM1001","11/11/2015",3,81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","MM1001","11/12/2015",3,81,0,NA,849,48.25,36.75,NA,NA,NA,NA,NA,NA,NA
"12","MM1001","11/13/2015",3,82,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","MM1001","11/14/2015",3,75,3.37,0.0893984989633002,NA,NA,NA,13.1210379,63,60,0.654876919,8,0.473382869,0.0874035646380998
"14","MM1001","11/15/2015",3,75,0.77,0.115909059884144,NA,NA,NA,43.72471106,79,74,1.046274648,30,0.804723033,0.115635244263349
"15","MM1001","11/16/2015",3,77,0.05,0.128055954556433,567,73.25,18,37.53016514,105,90,1.856081679,20,0.99216469,0.126753339774029
"16","MM1001","11/17/2015",3,79,0.04,0.106701291371988,NA,NA,NA,8.654949236,32,26,0.991636558,5,0.929604888,0.103586367614119
"17","MM1001","11/18/2015",3,82,0.24,0.1360310169041,NA,NA,NA,32.96677501,99,85,1.526694069,17,0.981973239,0.135672640236949
"18","MM1001","11/19/2015",3,81,0.01,0.123055217337615,583,56.75,38.5,58.13231408,106,94,1.821884412,28,1.449765693,0.122695672030754
"19","MM1001","11/20/2015",3,80,0,0.150251322194707,1018,63.25,21.25,42.17466656,147,140,2.004824344,27,1.269769204,0.142894324857575
"20","MM1001","11/21/2015",3,76,0.95,0.158455628468387,NA,NA,NA,52.00027845,131,117,1.388393865,24,1.168048252,0.154709987281275
"21","MM1001","11/22/2015",3,77,0.62,0.0859169489109066,NA,NA,NA,30.11961839,42,39,0.866427393,21,0.736228764,0.0834079829556314
"22","MM1001","11/23/2015",3,71,0,0.107443542353731,NA,NA,NA,10.95716489,54,44,1.053962571,6,0.760421029,0.104893666418432
"23","MM1001","11/24/2015",3,70,0.03,0.130367571464794,1018,67.25,11.25,9.972636074,56,47,1.136790849,5,0.937514808,0.12768023504138
"24","MM1001","11/25/2015",3,74,0.27,0.157663868682149,NA,NA,NA,62.82631069,120,115,1.78819227,32,1.103086912,0.157329348017152
"25","MM1001","11/26/2015",3,74,0.04,0.121588188388514,NA,NA,NA,298.9636462,181,179,2.270534174,149,0.949902651,0.115536422963752
"26","MM1001","11/27/2015",3,75,0.05,0.156049839091551,NA,NA,NA,129.3468653,143,142,1.966031805,54,0.815747552,0.152329202387994
"27","MM1001","11/28/2015",3,71,0.03,0.190345867706587,NA,NA,NA,200.0422969,244,239,2.723200044,50,1.74830694,0.186482367004055
"28","MM1001","11/29/2015",3,74,0,0.203001439094894,NA,NA,NA,363.3325837,350,345,3.758236993,216,1.585273042,0.193866911679474
"29","MM1001","11/30/2015",3,75,0.3,0.141668794262151,841,60.75,36.25,33.16292445,106,86,1.520864331,17,1.018277997,0.140151525437205
"30","MM1001","12/1/2015",3,76,0.16,0.0580791262999591,NA,NA,NA,9.478338864,34,29,1.014603565,5,0.954330103,0.0562417840574388
"31","MM1001","12/2/2015",3,79,0.29,0.0917217512076202,NA,NA,NA,10.78299748,47,41,1.01136199,6,0.824220921,0.0887182099381589
"32","MM1001","12/3/2015",3,78,1.36,0.107617636204788,NA,NA,NA,11.09179975,58,51,1.141735416,7,0.934068055,0.10624851931209
"33","MM1001","12/4/2015",3,73,3.73,0.0873891233050941,NA,NA,NA,8.253842303,30,25,0.982755507,4,0.901488645,0.0866899224848145
"34","MM1001","12/5/2015",3,75,2.94,0.128852197520802,NA,NA,NA,27.74745417,118,109,1.414294274,16,0.825834321,0.12728143697442
"35","MM1001","12/6/2015",3,78,0,0.086502858709377,NA,NA,NA,33.48443882,39,32,0.881461762,22,0.782550808,0.0854170566335117
"36","MM1001","12/7/2015",3,72,0.09,0.134433783964902,NA,NA,NA,32.65617875,89,60,1.493204616,17,0.988279971,0.133442529183752
"37","MM1001","12/8/2015",3,71,0.67,0.122368809945626,NA,NA,NA,20.58489173,68,56,1.548526953,9,0.999263777,0.121297104687918
"38","MM1001","12/9/2015",3,77,0.01,0.0711408164739665,NA,NA,NA,16.27788052,50,45,1.239780053,10,0.765918576,0.0702202954706163
"39","MM1001","12/10/2015",3,76,0,0.1225064384525,NA,NA,NA,24.59421114,76,62,1.604942812,16,1.002730923,0.121525187367243
"40","MM1001","12/11/2015",3,77,0,0.121410099200238,NA,NA,NA,10.6718642,55,44,1.342710149,8,0.933446328,0.118255127045188
"41","MM1001","12/12/2015",3,76,0.02,0.162841573617018,NA,NA,NA,93.82421138,162,148,2.253775319,41,1.201686263,0.159444676826614
"42","MM1001","12/13/2015",3,79,0.05,0.0646821933062611,NA,NA,NA,50.52793305,83,72,1.095374261,25,0.813857118,0.0617091583584128
"43","MM1001","12/14/2015",3,79,0.03,0.0499584964728494,NA,NA,NA,0.316824334,3,0,0,1,0,0.0499584964728494
"44","MM1001","12/15/2015",3,78,0,0.136890582979086,NA,NA,NA,35.08906729,85,67,1.393885134,18,1.0867953,0.133220375609899
"45","MM1001","12/16/2015",3,78,0,0.134777282765711,979,83.25,26.75,11.82874152,69,55,1.223926342,6,0.858086743,0.129324033474954
"46","MM1001","12/17/2015",3,80,0,0.130024827590156,NA,NA,NA,35.75540933,77,63,1.376963399,18,0.960201454,0.126105612084322
"47","MM1001","12/18/2015",3,78,0,0.116469532312949,616,49,46.5,11.18825758,61,43,0.962612906,6,0.880440358,0.115014095278121
"48","MM1001","12/19/2015",3,70,0,0.13033497050276,NA,NA,NA,73.17089426,113,108,2.243572831,44,1.308970211,0.129907214213098
"49","MM1001","12/20/2015",3,74,0.17,0.0863653257696404,NA,NA,NA,33.60916916,40,35,0.879911087,20,0.789601781,0.0860230562313256
"50","MM1001","12/21/2015",3,78,0.08,0.0975700513379533,1182,63.5,32.5,8.511792829,32,23,0.821136126,4,0.756601077,0.0939683960163379
"51","MM1001","12/22/2015",3,79,0.07,0.103646641546537,728,42,53.25,12.1665869,50,38,1.373443191,5,1.016086493,0.101444493023771
"52","MM1001","12/23/2015",3,80,0,0.152708399777979,NA,NA,NA,2435.581647,223,209,2.225336647,164,0.745497997,0.127253662423907
"53","MM1001","12/24/2015",3,26,0,0.153679506601341,848,72,37.5,1142.642353,215,214,2.303546689,156,0.703397047,0.130575173451034
"54","MM1001","12/25/2015",3,22,0.07,0.0858607801760231,NA,NA,NA,80.89807209,66,63,1.688242082,51,0.607409606,0.0840174074450489
"55","MM1001","12/26/2015",3,14,0,0.10422727755705,625,72,29,137.3323397,113,108,1.996539284,69,0.504404954,0.102546932653193
"56","MM1001","12/27/2015",3,12,0,0.0596079613114605,NA,NA,NA,67.36414652,50,47,1.155180288,39,0.065895069,0.0582039870076876
"57","MM1001","12/28/2015",3,12,0,NA,740,80.25,37.25,NA,NA,NA,NA,NA,NA,NA
"58","MM1001","12/29/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","MM1001","12/30/2015",3,NA,NA,NA,1055,41.75,50.75,NA,NA,NA,NA,NA,NA,NA
"60","MM1001","12/31/2015",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","MM1001","1/1/2016",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","MM1001","1/2/2016",3,NA,NA,NA,1326,39.5,59.75,NA,NA,NA,NA,NA,NA,NA
"63","MM1001","1/3/2016",3,NA,NA,NA,1078,38.75,39.75,NA,NA,NA,NA,NA,NA,NA
"64","MM1001","1/4/2016",3,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","MM1001","1/5/2016",3,37,0,0.0540509909215131,1100,79.75,22.5,26.95326459,59,57,0.988021891,18,0.78294382,0.053258425098676
"66","MM1001","1/6/2016",3,36,0.06,0.102435473277351,NA,NA,NA,153.5086413,146,144,1.79842495,81,1.106507741,0.101242471931644
"67","MM1001","1/7/2016",3,34,0.09,0.0893644781466508,1114,55.75,77.75,79.5400524,114,113,1.689780631,66,0.760166701,0.088032494434502
"68","MM1001","1/8/2016",3,32,0.03,0.128235379368155,NA,NA,NA,149.125947,145,139,1.785800413,55,0.892231588,0.12633144137039
"69","MM1001","1/9/2016",3,28,0.01,0.0767791665448274,1105,84.5,21.25,61.77228027,61,57,1.464998949,37,0.980808522,0.0766422587590735
"70","MM1001","1/10/2016",3,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","MM1001","1/11/2016",3,22,0,NA,872,54,48.5,NA,NA,NA,NA,NA,NA,NA
"72","MM1001","1/12/2016",3,19,0,0.0745448888334358,NA,NA,NA,109.994515,107,100,1.408814851,58,0.801029759,0.0738771286156661
"73","MM1001","1/13/2016",3,21,0,0.118244857397632,780,56.5,49.25,161.674291,174,173,2.091913434,95,0.620193436,0.115720644072751
"74","MM1001","1/14/2016",3,29,0,0.0774940687648677,NA,NA,NA,32.42610642,103,101,1.273680688,20,0.902009086,0.0742699886562404
"75","MM1001","1/15/2016",3,30,0.01,0.0544683966839526,831,76.5,29.25,51.69885305,47,44,1.06073237,33,0.797922677,0.0539633817812669
"76","MM1001","1/16/2016",3,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","MM1001","1/17/2016",3,28,0.05,NA,990,74.5,25.75,NA,NA,NA,NA,NA,NA,NA
"78","MM1001","1/18/2016",3,61,0,0.277335656852016,NA,NA,NA,3481.06082,570,556,4.504998574,424,2.132656019,0.201305132014729
"79","MM1001","1/19/2016",3,59,0,0.10980555749648,849,57,20.5,10.00438738,83,66,1.213615896,6,0.970132346,0.105599088122138
"80","MM1001","1/20/2016",3,62,0,0.155723162423426,NA,NA,NA,44.76081298,118,95,1.835089007,31,1.049905003,0.154663069829741
"81","MM1001","1/21/2016",3,65,0,0.157769443655661,1116,68,33,34.63935027,118,81,1.585476312,20,1.016406461,0.156264885013572
"82","MM1001","1/22/2016",3,68,0.99,0.117594289752262,NA,NA,NA,21.41153436,87,74,1.444445411,10,0.947372384,0.113745525167186
"83","MM1001","1/23/2016",3,61,0,0.129697212895336,1086,61.75,12.75,59.23757585,109,96,1.757498709,37,1.052511663,0.128507517019276
"84","MM1001","1/24/2016",3,54,0,0.0759287671770132,NA,NA,NA,71.10983799,105,85,1.325727366,48,0.8716573,0.0748644289676535
"85","MM1001","1/25/2016",3,62,0,0.113637983156821,960,39.5,18,10.4836042,90,72,1.152152824,4,0.963167245,0.111946578389876
"86","MM1001","1/26/2016",3,73,0,0.117479786176189,NA,NA,NA,10.48828789,58,40,0.827557992,6,0.846598762,0.114560732712874
"87","MM1001","1/27/2016",3,75,0.8,0.122185022314179,997,51,35.25,32.1093238,90,63,1.548947132,18,0.998391467,0.119393842658843
"88","MM1001","1/28/2016",3,71,1.84,0.135749386414941,NA,NA,NA,33.02307041,96,61,1.583317294,17,1.002177783,0.13568093249742
"89","MM1001","1/29/2016",3,61,0,0.136775001648193,1062,72.75,45.5,11.73970077,72,47,0.901181684,6,0.962244,0.134965946440505
"90","MM1001","1/30/2016",3,63,0,0.1143706998996,NA,NA,NA,24.77395402,78,52,1.225244395,15,0.915454847,0.110487310635797
"91","MM1001","1/31/2016",3,68,0,NA,966,66.25,48.5,NA,NA,NA,NA,NA,NA,NA
"92","MM1001","2/1/2016",3,75,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","MM1001","2/2/2016",3,75,0.01,0.117580597431009,722,53.75,48,10.15859485,55,38,1.094353006,8,0.95685867,0.115465974014467
"94","MM1001","2/3/2016",3,77,0,0.146562621130446,NA,NA,NA,32.6459962,88,55,1.564373252,19,1.021553319,0.143602312186523
"95","MM1001","2/4/2016",3,77,0,0.12060373001295,865,71.75,25.5,33.67934756,98,57,1.621068538,18,1.039831175,0.117763901213776
"96","MM1001","2/5/2016",3,67,0.31,0.151687140217863,NA,NA,NA,35.64737819,99,77,1.713880302,19,1.046257895,0.148812435475771
"97","MM1001","2/6/2016",3,70,0.43,0.134537702704226,757,63,21.5,34.12193873,126,84,1.603604738,18,1.20898548,0.130382487281984
"98","MM1001","2/7/2016",3,59,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","MM1001","2/8/2016",3,59,0,NA,605,60.75,31.25,NA,NA,NA,NA,NA,NA,NA
"100","MM1001","2/9/2016",3,64,0,0.09579596069088,NA,NA,NA,8.539240628,34,15,0.992400624,4,0.938789877,0.0940276331512802
"101","MM1001","2/10/2016",3,60,0,0.138372780783894,720,65,38.5,37.15698035,84,64,1.772269179,20,1.014721219,0.137449298727171
"102","MM1001","2/11/2016",3,61,0,0.123307920112612,NA,NA,NA,33.41896096,102,51,1.615317558,18,1.020737194,0.121610316641309
"103","MM1001","2/12/2016",3,65,0,0.0975292943442089,729,62.25,45.5,16.46272425,91,74,1.173187159,7,0.892852551,0.0952140806318276
"104","MM1001","2/13/2016",3,65,0,0.306941000177375,NA,NA,NA,2096.479656,564,562,4.955237513,379,0.841537583,0.226899903910204
"105","MM1001","2/14/2016",3,56,0,NA,721,82.75,16,NA,NA,NA,NA,NA,NA,NA
"106","MM1001","2/15/2016",3,60,0,0.153745201985019,NA,NA,NA,31.78981306,236,233,1.633386338,16,0,0.148906813470271
"107","MM1001","2/16/2016",3,60,0,0.231599447174435,1049,69.5,20.5,2083.630306,417,403,3.212984686,257,0.116219385,0.180273564811177
"108","MM1001","2/17/2016",3,69,0,0.147409632621056,NA,NA,NA,44.49590591,113,77,1.843191632,27,1.005105616,0.145466907771469
"109","MM1001","2/18/2016",3,70,0,0.139473615289557,1127,44.75,37.75,33.21881691,106,68,1.859020425,17,1.030657041,0.138495952826709
"110","MM1001","2/19/2016",3,71,0.03,0.144296829182041,NA,NA,NA,34.36932568,99,73,1.741298929,22,1.420674531,0.13842932493646
"111","MM1001","2/20/2016",3,71,0,0.173458807477192,998,80,18.25,109.2618092,177,145,2.004099387,51,1.065842117,0.170562908566055
"112","MM1001","2/21/2016",3,72,0,0.0515673638608437,NA,NA,NA,34.42888974,50,41,0.856448047,20,0.73825488,0.0511308028756783
"113","MM1001","2/22/2016",3,74,0,0.139916904910934,1081,17.25,50.25,33.53924783,117,81,1.86020953,20,1.080470998,0.135222403441615
"114","MM1001","2/23/2016",3,77,0.41,0.108617353975941,NA,NA,NA,9.09562275,45,21,1.003123944,4,0.930291719,0.107638643724658
"115","MM1001","2/24/2016",3,78,0.29,0.144151173922777,NA,NA,NA,32.57029246,85,45,1.628015733,17,1.025911174,0.143132248044144
"116","MM1001","2/25/2016",3,65,0.01,0.133080529146988,NA,NA,NA,37.60718178,116,74,1.474345114,17,0.923083352,0.131660624111896
"117","MM1001","2/26/2016",3,64,0,0.0960660767446415,NA,NA,NA,9.392474224,43,24,0.898361134,6,0.827957054,0.0944630094292332
"118","MM1001","2/27/2016",3,61,0,0.159506416006805,1147,42.25,42.5,30.92084286,109,73,1.658722205,14,1.097796539,0.154938308114499
"119","MM1001","2/28/2016",3,66,0,0.133887480658014,NA,NA,NA,64.56351342,107,87,1.270173051,26,0.865194644,0.133435778861341
"120","MM1001","2/29/2016",3,71,0,0.119258486027783,1166,70,25,32.58164857,89,66,1.54009706,17,0.996905668,0.114988454600337
"121","MM1001","3/1/2016",3,71,0,0.144728627237104,728,38.75,52.5,17.17259884,87,54,1.481810666,9,0.974107761,0.13716130314136
"122","MM1001","3/2/2016",3,74,0,0.131810293782377,NA,NA,NA,30.13184615,72,34,1.422569674,13,0.96379547,0.129862999601304
"123","MM1001","3/3/2016",3,75,0,0.153973782609054,1095,30,44.25,33.27106829,107,41,1.553526675,19,0.973947548,0.152488835881334
"124","MM1001","3/4/2016",3,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","MM1001","3/5/2016",3,72,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","MM1001","3/6/2016",3,73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","MM1001","3/7/2016",3,72,0,0.163603487081404,NA,NA,NA,71.80175854,147,120,1.963634719,45,1.461174918,0.161303766876991
"128","MM1001","3/8/2016",3,75,0,NA,1275,47.5,25,NA,NA,NA,NA,NA,NA,NA
"129","MM1002","11/3/2015",3,81,0,0.102711766644993,NA,NA,NA,24.10265309,74,74,1.590932638,16,0.960655234,0.101969332020571
"130","MM1002","11/4/2015",3,83,0.22,0.0980150018757657,1105,27,4.5,19.07555671,59,56,0.869896571,12,0.613305114,0.0962994160108258
"131","MM1002","11/5/2015",3,83,0,0.0954255702635922,NA,NA,NA,35.97511439,128,125,1.321173958,11,0.699141306,0.0880424303610221
"132","MM1002","11/6/2015",3,81,0.26,0.207418545882652,733,50,0,444.5225716,326,325,3.485892817,232,1.536610603,0.190717961584833
"133","MM1002","11/7/2015",3,83,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","MM1002","11/8/2015",3,NA,NA,NA,734,80,26.75,NA,NA,NA,NA,NA,NA,NA
"135","MM1002","11/9/2015",3,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MM1002","11/10/2015",3,82,0.02,0.0923128217793774,609,55.75,12.5,18.61125451,58,52,0.704150596,7,0.490630121,0.0914178545611537
"137","MM1002","11/11/2015",3,81,0,0.129133794149918,NA,NA,NA,30.58542833,98,90,1.581679522,14,0.906035128,0.123534268635293
"138","MM1002","11/12/2015",3,81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","MM1002","11/13/2015",3,82,0.05,0.0763255284662743,1273,38.5,19.25,28.30377007,58,55,1.318161612,19,0.770429913,0.0750248600695475
"140","MM1002","11/14/2015",3,NA,NA,0,724,49.5,2.25,0,1,0,0,1,0,0
"141","MM1002","11/15/2015",3,75,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","MM1002","11/16/2015",3,77,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","MM1002","11/17/2015",3,79,0.04,0.050355072147959,NA,NA,NA,20.79033929,49,42,0.901610048,11,0.543564443,0.050149710395398
"144","MM1002","11/18/2015",3,82,0.24,0.0679156003535018,723,60.25,9.5,27.71151494,91,81,1.026100393,16,0.613305114,0.0643281533368228
"145","MM1002","11/19/2015",3,81,0.01,0.101088671434483,NA,NA,NA,45.24584339,147,132,1.331733131,24,0.727448983,0.0976381054408168
"146","MM1002","11/20/2015",3,78,0,0.133677532225007,NA,NA,NA,30.79986806,97,95,1.829681803,20,0.979188826,0.130940574228862
"147","MM1002","11/21/2015",3,76,0.95,0.055950667827543,NA,NA,NA,12.43846774,30,29,1.091293788,14,0.105591036,0.0558137599925024
"148","MM1002","11/22/2015",3,77,0.62,0.115971520820478,983,32.75,46.25,28.96566172,82,77,2.092128208,22,0.836640742,0.113361997585349
"149","MM1002","11/23/2015",3,71,0,0.0162214286599502,NA,NA,NA,3.892179242,9,7,0.324956408,6,0.27748031,0.0158013137983455
"150","MM1002","11/24/2015",3,70,0.03,0,603,61.75,2,0,1,0,0,1,0,0
"151","MM1002","11/25/2015",3,74,0.27,0.0625937289169542,NA,NA,NA,16.6964633,43,42,1.191193916,13,0.406568401,0.0625252750487206
"152","MM1002","11/26/2015",3,75,0.17,0.129747179130776,616,42.75,42.75,87.51781154,189,185,2.045029131,34,0.363846998,0.113818899584762
"153","MM1002","11/27/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"154","MM1002","11/28/2015",3,72,0,0.12353775138962,963,94.25,26.5,84.93274828,114,111,2.380923472,56,0.839004977,0.121242537922436
"155","MM1002","11/29/2015",3,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","MM1002","11/30/2015",3,75,0.3,NA,775,40.5,54.5,NA,NA,NA,NA,NA,NA,NA
"157","MM1002","12/1/2015",3,76,0.16,0.0742920826546971,NA,NA,NA,19.03502394,54,40,0.724302103,9,0.49486823,0.0732594840216772
"158","MM1002","12/2/2015",3,79,0.29,0.0855498393098574,1085,86.25,0.5,13.14254167,55,38,0.735135834,8,0.521727587,0.0839944517158895
"159","MM1002","12/3/2015",3,78,1.36,0.0964515064033081,NA,NA,NA,22.4508077,59,54,1.069656408,13,0.770429913,0.0962461447000339
"160","MM1002","12/4/2015",3,73,3.73,0,1077,36.25,39.25,0,1,0,0,1,0,0
"161","MM1002","12/5/2015",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"162","MM1002","12/6/2015",3,78,0,0.0766046197479254,NA,NA,NA,23.25136535,61,52,1.388726951,19,0.408993776,0.0757111687893298
"163","MM1002","12/7/2015",3,72,0.09,0.0503677057883897,NA,NA,NA,47.61796867,79,68,0.870089604,31,0.389325614,0.049760044682699
"164","MM1002","12/8/2015",3,71,0.67,0.130029120570462,NA,NA,NA,26.87076212,129,106,1.39820653,11,0.93282154,0.122804927645162
"165","MM1002","12/9/2015",3,77,0.01,0.0657458305585141,NA,NA,NA,24.8466767,72,71,1.127052451,16,0.941932063,0.0640776075993571
"166","MM1002","12/10/2015",3,NA,NA,0,910,32.75,52,0,1,0,0,1,0,0
"167","MM1002","12/11/2015",3,77,0,0.121421834933442,NA,NA,NA,48.67995192,119,112,2.042939151,25,0.451133333,0.119795544951475
"168","MM1002","12/12/2015",3,76,0.02,NA,932,56.75,69.75,NA,NA,NA,NA,NA,NA,NA
"169","MM1002","12/13/2015",3,79,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","MM1002","12/14/2015",3,79,0.03,0.0353035898409082,613,0,100,10.33333216,32,28,0.634968396,9,0.49486823,0.0344308875971082
"171","MM1002","12/15/2015",3,78,0,0.0428022752428558,NA,NA,NA,17.28802025,62,58,0.65709921,11,0.345376534,0.0380131833035691
"172","MM1002","12/16/2015",3,74,0,0.132978370045592,975,87.75,19.25,33.49472827,103,89,2.121614846,22,0.482066148,0.132515971580383
"173","MM1002","12/17/2015",3,80,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","MM1002","12/18/2015",3,78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","MM1002","12/19/2015",3,70,0,0.0591490560986703,NA,NA,NA,28.04113617,60,58,1.038702149,21,0.832787506,0.0520784500121807
"176","MM1002","12/20/2015",3,74,0.17,0.105888776315808,704,82.75,16.5,59.48689024,123,113,1.847963336,43,0.533917909,0.102027885892374
"177","MM1002","12/21/2015",3,78,0.08,0.025936130613418,NA,NA,NA,11.40428435,28,26,0.40086511,7,0.329096714,0.0255310725292987
"178","MM1002","12/22/2015",3,79,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","MM1002","12/23/2015",3,80,0,NA,950,96,3.75,NA,NA,NA,NA,NA,NA,NA
"180","MM1002","12/24/2015",3,80,0,0.0662167907352205,1123,97,0.75,13.46825398,35,34,0.517884157,10,0.02347162,0.0652746915692369
"181","MM1002","12/25/2015",3,81,0,0.0790787744245855,NA,NA,NA,66.98316243,93,88,1.475235363,39,0.243564344,0.0774694383682515
"182","MM1002","12/26/2015",3,79,0.09,0.0867998141455911,793,50,0,108.2560688,93,91,1.677174481,63,0.627703128,0.0840772302552337
"183","MM1002","12/27/2015",3,80,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","MM1002","12/28/2015",3,80,0,0.135500174625168,765,56,17.75,59.58919488,101,95,1.719399151,46,0.256130534,0.133661867642498
"185","MM1002","12/29/2015",3,80,0,0.0491283744407162,NA,NA,NA,31.70748129,65,59,0.821856448,18,0.283439651,0.0480925071553014
"186","MM1002","12/30/2015",3,81,0.07,0.0108795621040339,965,40,35,10.85593419,26,20,0.183321801,10,0,0.0103092506958775
"187","MM1002","12/31/2015",3,80,0,0.0556428487883453,NA,NA,NA,20.94008398,55,45,0.986130138,16,0.626949325,0.0513219907747877
"188","MM1002","1/1/2016",3,NA,NA,0,NA,NA,NA,0,1,0,0,1,0,0
"189","MM1002","1/2/2016",3,78,0.07,0.06066115222292,NA,NA,NA,62.94619401,101,99,1.10364622,47,0.421583958,0.0587186052001677
"190","MM1002","1/3/2016",3,72,1.05,0.102639652836328,759,39,20.5,79.11553757,120,108,1.965177194,65,0.594377871,0.0996589218999165
"191","MM1002","1/4/2016",3,66,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","MM1002","1/5/2016",3,NA,NA,NA,933,56.25,0.5,NA,NA,NA,NA,NA,NA,NA
"193","MM1002","1/6/2016",3,70,0.13,0.0572450316025417,NA,NA,NA,28.68511402,80,68,0.943195749,15,0.280467503,0.0562377100584596
"194","MM1002","1/7/2016",3,69,0,0.0417974383950625,1013,67.75,21.75,11.5704142,34,32,0.738634666,10,0.635305422,0.0417289844775422
"195","MM1002","1/8/2016",3,72,0,0.0829497717997934,NA,NA,NA,44.65333695,99,96,1.51739023,37,0.204051329,0.0814603414996474
"196","MM1002","1/9/2016",3,74,0,0.115172118719021,861,51.75,28.75,75.43767492,146,132,2.097692624,56,0.253014989,0.113845656855378
"197","MM1002","1/10/2016",3,76,0.37,0.125176229902776,NA,NA,NA,36.38923711,83,74,2.048072908,30,0.937130874,0.120144959303882
"198","MM1002","1/11/2016",3,66,0.05,0.122653048643836,NA,NA,NA,48.43084517,121,110,2.080140964,43,0.743824616,0.11499305217317
"199","MM1002","1/12/2016",3,62,0.19,0.0588289979107226,NA,NA,NA,17.85316825,52,41,1.057756235,12,0.656432324,0.0555160888131365
"200","MM1002","1/13/2016",3,66,0,0.0434643664909719,1005,66,20.5,10.06156041,34,22,0.653747357,7,0.533736529,0.0419789702674837
"201","MM1002","1/14/2016",3,67,0.07,0.116733279129965,NA,NA,NA,36.15751682,113,92,1.830831408,19,0.9513098,0.115968503727995
"202","MM1002","1/15/2016",3,70,1.48,0.0537838608602528,1103,47,66.25,11.61934552,18,16,1.039466428,7,0.766706683,0.0529922442029311
"203","MM1002","1/16/2016",3,70,0.03,0.166110937171346,NA,NA,NA,69.69029047,185,173,2.821406658,51,0.810216859,0.154373904125615
"204","MM1002","1/17/2016",3,70,0.15,0.156142136492372,843,95.25,17.25,52.08881164,177,165,2.05931335,30,0.962161343,0.141864648292055
"205","MM1002","1/18/2016",3,61,0,0.0643653345720177,NA,NA,NA,28.11562896,71,64,1.140134148,21,0.912874692,0.0631927679840836
